"","Player","Team","Team_within_selected_timeframe","League","Season","Main_Position","Secondary_Position","Tertiary_Position","Age","Market_value","Contract_expires","Matches_played","Minutes_played","Goals","xG","Assists","xA","Duels_per_90","Duels_won_.","Birth_country","Passport_country","Foot","Height","Weight","On_loan","Successful_defensive_actions_per_90","Defensive_duels_per_90","Defensive_duels_won_.","Aerial_duels_per_90","Aerial_duels_won_.","Sliding_tackles_per_90","PAdj_Sliding_tackles","Shots_blocked_per_90","Interceptions_per_90","PAdj_Interceptions","Fouls_per_90","Yellow_cards","Yellow_cards_per_90","Red_cards","Red_cards_per_90","Successful_attacking_actions_per_90","Goals_per_90","Non.penalty_goals","Non.penalty_goals_per_90","xG_per_90","Head_goals","Head_goals_per_90","Shots","Shots_per_90","Shots_on_target_.","Goal_conversion_.","Assists_per_90","Crosses_per_90","Accurate_crosses_.","Crosses_from_left_flank_per_90","Accurate_crosses_from_left_flank_.","Crosses_from_right_flank_per_90","Accurate_crosses_from_right_flank_.","Crosses_to_goalie_box_per_90","Dribbles_per_90","Successful_dribbles_.","Offensive_duels_per_90","Offensive_duels_won_.","Touches_in_box_per_90","Progressive_runs_per_90","Accelerations_per_90","Received_passes_per_90","Received_long_passes_per_90","Fouls_suffered_per_90","Passes_per_90","Accurate_passes_.","Forward_passes_per_90","Accurate_forward_passes_.","Back_passes_per_90","Accurate_back_passes_.","Lateral_passes_per_90","Accurate_lateral_passes_.","Short_._medium_passes_per_90","Accurate_short_._medium_passes_.","Long_passes_per_90","Accurate_long_passes_.","Average_pass_length_m","Average_long_pass_length_m","xA_per_90","Shot_assists_per_90","Second_assists_per_90","Third_assists_per_90","Smart_passes_per_90","Accurate_smart_passes_.","Key_passes_per_90","Passes_to_final_third_per_90","Accurate_passes_to_final_third_.","Passes_to_penalty_area_per_90","Accurate_passes_to_penalty_area_.","Through_passes_per_90","Accurate_through_passes_.","Deep_completions_per_90","Deep_completed_crosses_per_90","Progressive_passes_per_90","Accurate_progressive_passes_.","Conceded_goals","Conceded_goals_per_90","Shots_against","Shots_against_per_90","Clean_sheets","Save_rate_.","xG_against","xG_against_per_90","Prevented_goals","Prevented_goals_per_90","Back_passes_received_as_GK_per_90","Exits_per_90","Aerial_duels_per_90.1","Free_kicks_per_90","Direct_free_kicks_per_90","Direct_free_kicks_on_target_.","Corners_per_90","Penalties_taken","Penalty_conversion_.","General_Position","Dribbles_Completed","Goals_per_xG","Smart_Passes_Completed","Passes_Completed","Defensive_Duels_Won","Progressive_Passes_Completed","Long_Pass_Ability","Shots_On_Target","Crosses_Completed","Penalty_Area_Passes_Completed","Chance_Creation","First_Name","Last_Name","Player_url","Player_Apps","Player_Tackles","Player_Mins","Player_Inter","Player_Fouls","Player_Offsides","Player_Clear","Player_Drb","Player_Blocks","Player_OwnG","Player_Team","Player_Team_url","Player_Age","Player_Position","Defensive_Ratio"
"224","S. Graham","Rochdale","Rochdale","English League Two","2022/23","RCB",NA,NA,22,25000,"2023-06-30",6,353,0,0,0,0,18.61,56.16,"England","England","right",191,80,"no",10.45,7.39,75.86,8.41,45.45,0.25,0.41,0.25,4.59,7.4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0.51,0,0,0,0,0.76,33.33,0.25,0,0,18.1,0.76,0.25,35.69,77.86,17.59,66.67,2.8,90.91,12.75,90,27.28,85.05,7.9,58.06,20.81,38.53,0,0,0,0,0,0,0,5.35,57.14,1.02,50,0,0,0.25,0,9.69,60.53,0,NA,0,NA,0,0,0,0,NA,NA,1.27,NA,NA,0,0,0,0,0,0,"CB",0,NA,0,27.788234,5.606054,5.865357,2237.0518,0,0,0.51,4.07921358,"S","Graham","https://www.whoscored.com/Players/362112/Show/Sam-Graham","3(3)",1.2,311,1.5,0.2,0.3,3.2,0,0.3,0,"Rochdale,","https://www.whoscored.com/Teams/202/Show/England-Rochdale",22,", D(C)",13.5
"225","B. Kiernan","Grimsby Town","Grimsby Town","English League Two","2022/23","RW","RWF",NA,29,0,"2023-06-30",5,352,0,0.26,0,0.66,33.24,38.46,"England","England","right",175,75,"yes",8.44,8.69,55.88,1.79,0,0.51,0.88,0,3.07,5.29,1.53,0,0,0,0,5.11,0,0,0,0.07,0,0,3,0.77,33.33,0,0,3.32,30.77,0,0,3.32,30.77,0.77,7.93,45.16,15.09,37.29,3.32,3.07,1.02,11.76,2.3,0.77,20.71,65.43,5.11,40,3.07,83.33,6.39,76,16.36,76.56,1.28,20,17.7,30.65,0.17,1.53,0,0,0.26,100,1.28,2.3,33.33,2.3,44.44,0,0,1.02,0.77,3.84,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"Winger",3.581188,0,0.26,13.550553,4.855972,2.560128,613,0.256641,1.021564,1.02212,63.547206422168,"B","Kiernan","https://www.whoscored.com/Players/97336/Show/Brendan-Kiernan","4(1)",2.6,322,0.6,1.4,0,0.4,0.6,0.2,0,"Grimsby,","https://www.whoscored.com/Teams/164/Show/England-Grimsby",29,", AM(LR),FW",1.6
"226","C. Skuse","Colchester United","Colchester United","English League Two","2022/23","LDMF","LCMF","RDMF",36,400000,"2023-06-30",5,347,0,0,0,0,15.04,60.34,"England","England","right",185,72,"no",9.6,5.97,78.26,4.67,55.56,0,0,0.26,4.93,7.5,0.52,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0.26,100,0.26,100,0,0,0,0,0,1.04,0,0.52,0,0,14.01,0.52,0,29.83,75.65,11.93,54.35,4.67,94.44,9.86,94.74,24.38,81.91,5.19,45,20.5,41.72,0,0,0,0,0,0,0,5.19,60,0.78,66.67,0.52,50,0.26,0.26,4.93,63.16,0,NA,0,NA,0,0,0,0,NA,NA,1.56,NA,NA,0,0,0,0,0,0,"CDM2",0,NA,0,22.566395,4.672122,3.113788,1877.4,0,0.26,0.520026,8.176039519908,"C","Skuse","https://www.whoscored.com/Players/13667/Show/Cole-Skuse","4(1)",0.2,318,1,0.4,0,1.2,0.2,0.2,0,"Colchester,","https://www.whoscored.com/Teams/195/Show/England-Colchester",36,", DMC",2
"227","R. Clampin","Colchester United","Colchester United","English League Two","2022/23","LB","LW",NA,23,0,"2023-06-30",5,345,0,0,0,0.04,18.78,50,"England","England","left",180,70,"no",8.87,6.26,54.17,5.22,55,0.26,0.34,0.26,5.22,6.82,0.26,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,2.35,22.22,2.35,22.22,0,0,0.26,1.83,57.14,4.17,50,1.04,2.61,1.04,19.04,0.78,0.26,31.04,67.23,15.39,57.63,4.43,100,7.57,65.52,24.26,79.57,4.43,23.53,21.57,35.27,0.01,0.26,0,0,0.26,0,0.26,6,30.43,2.61,30,1.04,0,0.52,0.78,6.26,58.33,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"FB",1.045662,NA,0,20.868192,3.391042,3.651458,829.9031,0,0.52217,0.783,23.05949283074,"R","Clampin","https://www.whoscored.com/Players/382370/Show/Ryan-Clampin","4(1)",1,320,0.6,0.2,0.2,1.2,0,0.2,0,"Colchester,","https://www.whoscored.com/Teams/195/Show/England-Colchester",23,", D(L),M(L)",8
"228","J. Kay","Barrow","Barrow","English League Two","2022/23","LAMF","LW",NA,25,0,"",6,345,1,1.15,0,0.08,28.96,39.64,"England","England","right",165,64,"no",8.09,6.78,65.38,4.43,23.53,0.78,1.3,0,2.87,4.78,1.3,1,0.26,0,0,3.91,0.26,1,0.26,0.3,0,0,6,1.57,50,16.667,0,1.83,14.29,1.83,14.29,0,0,0.26,6,47.83,14.87,35.09,2.61,3.13,1.57,15.65,2.35,1.83,26.87,71.84,7.57,55.17,9.65,94.59,6,52.17,22.96,78.41,2.61,40,15.92,35.09,0.02,0.26,0,0,0.26,0,0.26,1.83,14.29,1.83,42.86,0.52,0,0.78,0.26,6,56.52,0,NA,0,NA,0,0,0,0,NA,NA,1.04,NA,NA,0,0,0,0.26,0,0,"Winger",2.8698,0.866666666666667,0,19.303408,4.432764,3.3912,1403.6,0.785,0.261507,0.784338,19.468411544858,"J","Kay","https://www.whoscored.com/Players/329632/Show/Josh-Kay","3(3)",1.3,303,0.3,0.7,0,0.2,0,0,0,"Barrow,","https://www.whoscored.com/Teams/1383/Show/England-Barrow",25,", M(CL),FW",2.28571428571429
"229","L. Brook","Crewe Alexandra","Crewe Alexandra","English League Two","2022/23","RAMF",NA,NA,21,150000,"2023-06-30",5,344,1,0.86,0,0,18.84,37.5,"Australia","Australia","left",178,69,"yes",6.8,7.85,56.67,1.83,14.29,1.05,1.48,0,1.31,1.85,1.05,0,0,0,0,3.92,0.26,1,0.26,0.22,0,0,11,2.88,54.55,9.091,0,0.52,100,0,0,0.52,100,0,4.71,33.33,7.33,28.57,0.78,1.83,0.78,13.87,1.05,0.52,14.13,83.33,3.66,71.43,4.45,100,4.71,83.33,12.82,85.71,0.78,33.33,18.45,20.12,0,0,0.26,0,0.78,33.33,0,1.57,66.67,0.78,66.67,0.26,100,0,0.26,1.57,83.33,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,2.35,0,0,"Winger",1.569843,1.18181818181818,0.259974,11.774529,4.448595,1.308281,670.5996,1.57104,0.52,0.520026,10.192223519556,"L","Brook","https://www.whoscored.com/Players/443340/Show/Lachlan-Brook","5",1.4,330,0.2,0.8,0,0.4,0.8,0,0,"Crewe,","https://www.whoscored.com/Teams/176/Show/England-Crewe",21,", AM(R)",1
"230","R. Croasdale","Stockport County","Stockport County","English League Two","2022/23","DMF","RCMF",NA,27,0,"2024-06-30",6,343,0,0.31,0,0,20.47,52.56,"England","England","right",175,69,"no",10.76,9.45,61.11,4.2,50,1.31,2.14,0.79,3.67,6,0.79,0,0,0,0,0.79,0,0,0,0.08,0,0,3,0.79,33.33,0,0,0.26,0,0,0,0.26,0,0,0.79,66.67,2.89,45.45,0.26,0.26,0,24.4,0.52,1.31,40.67,85.16,13.64,65.38,6.03,100,14.96,94.74,36.73,87.14,3.67,71.43,18.78,20.79,0,0,0,0,0.52,0,0,6.56,80,1.05,25,0.52,0,0.26,0,4.46,64.71,0,NA,0,NA,0,0,0,0,NA,NA,0.52,NA,NA,0,0,0,0,0,0,"CDM",0.526693,0,0,34.634572,5.774895,2.886066,1485.0297,0.263307,0,0.2625,4.795760905,"R","Croasdale","https://www.whoscored.com/Players/140851/Show/Ryan-Croasdale","4(2)",2,312,0.7,0.5,0,1.2,0.8,0.2,0,"Stockport County,","https://www.whoscored.com/Teams/172/Show/England-Stockport-County",27,", M(C)",2.07692307692308
"231","J. Reid","Stevenage","Stevenage","English League Two","2022/23","CF","LWF","LAMF",28,0,"2023-06-30",6,340,3,2.85,0,0.39,30.97,34.19,"England","England, Northern Ireland","right",181,74,"no",6.09,6.35,62.5,8.21,25.81,0,0,0.26,2.12,3.48,2.12,0,0,0,0,2.91,0.79,3,0.79,0.75,0,0,14,3.71,35.71,21.429,0,0.26,0,0,0,0.26,0,0.26,3.71,42.86,8.21,25.81,4.5,0.79,0.79,8.21,1.85,0.79,11.12,71.43,1.85,42.86,1.85,85.71,4.24,68.75,10.59,75,0.26,0,11.81,8.01,0.1,0.53,0,0,0,0,0.26,0.79,33.33,0.53,100,0.26,0,1.06,0,0.79,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",1.590106,1.05333333333333,0,7.943016,3.96875,0.526693,0,1.324841,0,0.53,18.1036345,"J","Reid","https://www.whoscored.com/Players/134130/Show/Jamie-Reid","2(4)",1.3,290,0,1.3,0,0,0.2,0,0,"Stevenage,","https://www.whoscored.com/Teams/990/Show/England-Stevenage",28,", AM(LR),FW",0.866666666666667
"232","C. McAleny","Salford City","Salford City","English League Two","2022/23","AMF","LWF",NA,30,400000,"2023-06-30",5,339,1,1.07,2,0.81,18.85,40.85,"England","England","right",178,66,"no",1.86,2.39,55.56,1.59,33.33,0,0,0,0.53,0.81,0.8,0,0,0,0,6.11,0.27,1,0.27,0.29,0,0,13,3.45,38.46,7.692,0.53,0.8,0,0.27,0,0.53,0,0.27,7.7,55.17,11.95,46.67,2.92,1.33,1.06,11.42,0.53,1.86,14.07,71.7,2.92,63.64,4.51,88.24,3.98,60,11.68,81.82,1.59,33.33,16.21,20.61,0.22,0.8,0,0,0.8,66.67,0.8,1.33,60,1.06,50,0.8,33.33,1.06,0,1.86,57.14,0,NA,0,NA,0,0,0,0,NA,NA,0.27,NA,NA,0,0,0,0.27,0,0,"CAM",4.24809,0.931034482758621,0.53336,10.08819,1.327884,1.062804,686.9313,1.32687,0,0.53,47.42462705472,"C","McAleny","https://www.whoscored.com/Players/82973/Show/Conor-McAleny","4(1)",0.6,313,0.4,0.6,0,0,0,0,0,"Salford City,","https://www.whoscored.com/Teams/10616/Show/England-Salford-City",30,", AM(CL),FW",1.66666666666667
"233","L. Kelly","Rochdale","Rochdale","English League Two","2022/23","LCMF","RCMF",NA,26,475000,"2023-06-30",5,334,0,0.24,0,0,19.94,58.11,"England","England, Republic of Ireland","right",163,65,"no",10.78,9.43,77.14,2.69,20,0.54,0.87,0,2.96,4.78,0.81,0,0,0,0,2.43,0,0,0,0.06,0,0,5,1.35,40,0,0,1.08,50,0,0,1.08,50,0.27,1.35,60,5.39,45,0.54,0.81,0.54,34.49,0,1.08,50.39,79.68,19.13,66.2,5.66,95.24,16.98,88.89,42.57,86.08,6.74,44,19.47,43.25,0,0,0,0,1.62,33.33,0,10.51,53.85,4.58,52.94,1.35,20,1.62,0.54,9.97,78.38,0,NA,0,NA,0,0,0,0,NA,NA,0.54,NA,NA,1.62,0.27,0,1.62,0,0,"CM2",0.81,0,0.539946,40.150752,7.274302,7.814486,1903,0.54,0.54,2.424652,33.380461522808,"L","Kelly","https://www.whoscored.com/Players/269470/Show/Liam-Kelly","4(1)",3,303,0.6,0.6,0,0.8,0.6,0,0,"Rochdale,","https://www.whoscored.com/Teams/202/Show/England-Rochdale",26,", M(C)",3
"234","T. Craig","Crawley Town","Crawley Town","English League Two","2022/23","CB",NA,NA,37,400000,"2024-06-30",4,333,0,0,0,0.14,11.89,68.18,"England","England","left",185,79,"no",10,5.14,78.95,4.05,80,0.81,1.05,1.35,5.14,6.63,0.54,1,0.27,1,0.27,0.27,0,0,0,0,0,0,0,0,0,0,0,0.27,100,0,0,0.27,100,0,0,0,0.27,100,0,0,0,27.3,0.27,0.54,44.05,88.34,13.24,71.43,1.89,85.71,24.59,98.9,37.57,89.93,6.22,78.26,21.77,35.82,0.04,0.54,0,0,0,0,0.27,2.97,45.45,0.27,100,0,0,0,0.27,4.59,52.94,0,NA,0,NA,0,0,0,0,NA,NA,1.62,NA,NA,0,0,0,0,0,0,"CB",0,NA,0,38.91377,4.05803,2.429946,2803.2732,0,0.27,0.27,13.85844927,"T","Craig","https://www.whoscored.com/Players/131500/Show/Tony-Craig","3(1)",1,299,0.5,0.5,0.8,3.3,1,1.3,0,"Crawley,","https://www.whoscored.com/Teams/1994/Show/England-Crawley",37,", D(CL)",1
"235","O. Crankshaw","Stockport County","Stockport County","English League Two","2022/23","CF","LWF",NA,24,0,"2024-06-30",6,329,0,0.2,0,0.76,25.44,44.09,"England","England","right",182,74,"no",4.38,6.02,54.55,3.28,41.67,0,0,0,1.09,1.79,1.09,1,0.27,0,0,4.1,0,0,0,0.06,0,0,4,1.09,50,0,0,3.28,8.33,0.55,50,2.46,0,0.55,6.29,47.83,10.4,47.37,2.74,2.19,0.27,11.22,1.37,1.64,15.87,58.62,3.28,66.67,3.83,78.57,4.1,40,12.04,72.73,0.55,50,19.9,13.07,0.21,0.55,0.27,0,0.27,100,0.55,1.91,57.14,2.19,25,0,0,0.55,0.82,2.74,50,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.27,0,0,0,0,0,"CF",3.008507,0,0.27,9.302994,3.28391,1.37,653.5,0.545,0.273224,0.5475,34.301996654728,"O","Crankshaw","https://www.whoscored.com/Players/399447/Show/Oliver-Crankshaw","3(3)",1.2,300,0.3,0.7,0,0.2,0.2,0,0,"Stockport County,","https://www.whoscored.com/Teams/172/Show/England-Stockport-County",24,", AM(LR)",1.66666666666667
"236","L. Bennett","Walsall","Walsall","English League Two","2022/23","RWB","LWB","RB",20,0,"2024-06-30",5,329,0,0.2,0,0.73,25.99,53.68,"England","England","right",0,0,"yes",10.67,5.2,73.68,6.57,41.67,0.27,0.42,0.27,6.57,10.14,0.27,0,0,0,0,3.56,0,0,0,0.05,0,0,2,0.55,0,0,0,4.1,20,2.19,0,1.91,42.86,0.55,4.1,66.67,10.12,56.76,1.64,3.01,1.91,10.67,1.09,2.19,22.98,63.1,9.03,57.58,3.28,91.67,8.21,53.33,13.68,84,5.74,42.86,24.63,38.68,0.2,0.82,0.27,0,0.27,0,0,4.1,66.67,3.56,23.08,0,0,0.27,0.82,7.39,77.78,0,NA,0,NA,0,0,0,0,NA,NA,0.55,NA,NA,0.55,0,0,0,0,0,"WB",2.73347,0,0,14.50038,3.83136,5.747942,1657.8248,0,0.82,0.821648,19.100816458784,"L","Bennett","https://www.whoscored.com/Players/422377/Show/Liam-Bennett","3(2)",1.2,305,0.8,0.2,0,1,0.2,0,0,"Walsall,","https://www.whoscored.com/Teams/173/Show/England-Walsall",20,", Defender",5
"237","M. Feeney","Carlisle United","Carlisle United","English League Two","2022/23","CB","RCB",NA,23,0,"2023-06-30",4,325,0,0,0,0.05,19.94,55.56,"England","England","right",190,77,"no",10.25,4.98,72.22,8.31,40,0,0,0.83,6.65,8.78,0.28,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,100,1.94,57.14,0.28,0.83,0,10.52,0.28,1.11,27.69,66,16.06,58.62,1.11,75,8.86,81.25,21.05,73.68,6.65,41.67,24.51,45.55,0.01,0.28,0,0,0,0,0,7.75,57.14,0.83,33.33,0.83,33.33,0.28,0,9.69,54.29,0,NA,0,NA,0,0,0,0,NA,NA,0.55,NA,NA,0,0,0,0,0,0,"CB",0.28,NA,0,18.2754,3.596556,5.260701,1898.0685,0,0,0.276639,6.934398012662,"M","Feeney","https://www.whoscored.com/Players/347812/Show/Morgan-Feeney","3(1)",0.5,288,1,0.3,1.3,2.3,0,0.8,0,"Carlisle,","https://www.whoscored.com/Teams/322/Show/England-Carlisle",23,", D(C)",5
"238","S. Dooley","Harrogate Town","Harrogate Town","English League Two","2022/23","RCMF",NA,NA,30,0,"2024-06-30",4,323,0,0,0,0.75,17,49.18,"Northern Ireland","Northern Ireland","right",180,80,"no",9.47,8.08,48.28,1.11,75,0.84,1.13,0.56,4.74,6.38,1.11,1,0.28,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0.84,33.33,0,0,0.84,33.33,0,0.84,100,3.9,50,0.28,1.11,0.56,23.96,0.28,1.39,40.68,91.78,13.1,87.23,3.9,92.86,14.21,100,37.89,94.12,1.95,71.43,17.05,26.07,0.21,1.67,0,0,1.39,80,0.28,7.24,84.62,1.95,100,1.11,100,1.11,0.28,7.24,88.46,0,NA,0,NA,0,0,0,0,NA,NA,0.56,NA,NA,0,0,0,0,0,0,"CM2",0.84,NA,1.112,37.336104,3.901024,6.404504,1862.1801,0,0.279972,1.95,49.274067549784,"S","Dooley","https://www.whoscored.com/Players/362804/Show/Stephen-Dooley","4",2.3,306,0.5,1.3,0,0.5,0.5,0.5,0,"Harrogate Town,","https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town",30,", AM(CLR)",1.55555555555556
"239","H. Adelakun","Gillingham","Gillingham","English League Two","2022/23","AMF","LWF","RB",26,250000,"2023-05-31",4,321,0,0.32,0,0.27,11.78,54.76,"England","England, Nigeria","right",190,75,"yes",7.29,3.93,71.43,2.24,12.5,0,0,0.28,4.49,5.78,0.56,1,0.28,0,0,1.96,0,0,0,0.09,0,0,5,1.4,60,0,0,2.8,10,0.84,33.33,1.96,0,0.28,1.4,60,3.64,61.54,2.52,1.4,0.84,10.93,0.28,0.56,19.91,64.79,5.61,45,2.8,100,7.29,69.23,14.58,80.77,2.8,30,23.24,28.69,0.08,0.56,0,0,0,0,0,1.96,57.14,2.52,33.33,0.56,50,0.56,0.56,4.49,56.25,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CAM",0.84,0,0,12.899689,2.807199,2.525625,860.7,0.84,0.28,0.839916,14.389377009528,"H","Adelakun","https://www.whoscored.com/Players/138515/Show/Hakeeb-Adelakun","4",0.5,315,2,0.5,0,1,0.5,0.3,0,"Gillingham,","https://www.whoscored.com/Teams/191/Show/England-Gillingham",26,", AM(LR)",2.5
"240","N. Moriah-Welsh","Newport County","Newport County","English League Two","2022/23","RCMF","LW","LDMF",20,0,"2023-05-31",4,320,1,0.17,0,0.1,21.66,48.05,"England","England, Guyana","right",0,0,"yes",12.38,10.41,59.46,3.38,16.67,0.84,1.15,0.28,5.34,7.31,1.13,0,0,0,0,1.41,0.28,1,0.28,0.05,0,0,2,0.56,50,50,0,0.28,0,0,0,0.28,0,0,1.13,100,5.91,52.38,0.28,1.13,0.84,10.41,0.28,0.28,26.16,76.34,10.13,58.33,3.94,92.86,7.87,85.71,22.22,83.54,3.66,38.46,19.8,41.42,0.03,0.84,0.28,0,0,0,0,5.06,55.56,1.13,50,0.28,0,0.56,0,4.5,87.5,0,NA,0,NA,0,0,0,0,NA,NA,0.56,NA,NA,0.56,0,0,0,0,0,"CM2",1.13,5.6,0,19.970544,6.189786,3.9375,1593.0132,0.28,0,0.565,7.2255624,"N","Moriah-Welsh","https://www.whoscored.com/Players/411881/Show/Nathan-Moriah-Welsh","3(1)",1.5,299,1.8,1.3,0,0.3,1.5,0,0,"Newport,","https://www.whoscored.com/Teams/1394/Show/Wales-Newport",20,", Midfielder",1.17857142857143
"241","O. Clarke","Mansfield Town","Mansfield Town","English League Two","2022/23","RCMF","LCMF",NA,30,100000,"2023-06-30",6,319,2,0.91,1,0.06,24.26,53.49,"England","England","right",180,77,"no",9.87,7.62,70.37,3.39,58.33,0.85,1.67,0,3.67,7.22,1.69,2,0.56,0,0,4.8,0.56,2,0.56,0.26,0,0,12,3.39,33.33,16.667,0.28,1.69,50,0.85,33.33,0.85,66.67,0,3.1,81.82,7.62,44.44,1.69,0.85,0,16.65,0.28,0.85,30.19,72.9,7.05,52,6.49,95.65,10.72,81.58,25.96,79.35,2.54,22.22,20.92,12.21,0.02,0.28,0.28,0,0.85,33.33,0.28,3.67,53.85,1.97,71.43,0.56,50,0.56,0.85,3.95,71.43,0,NA,0,NA,0,0,0,0,NA,NA,0.56,NA,NA,0,0,0,0,0,0,"CM2",2.53642,2.15384615384615,0.283305,22.00851,5.362194,2.821485,271.3062,1.129887,0.845,1.407171,30.489220161678,"O","Clarke","https://www.whoscored.com/Players/138437/Show/Ollie-Clarke","3(3)",1.3,288,0.5,1,0,0.3,0.7,0.2,0,"Mansfield,","https://www.whoscored.com/Teams/99/Show/England-Mansfield",30,", DMC",1.05882352941176
"242","C. Whelan","Carlisle United","Carlisle United","English League Two","2022/23","CB","RCB",NA,24,100000,"2023-06-30",5,317,0,0.15,0,0,17.6,56.45,"England","England, Republic of Ireland","right",0,0,"no",10.79,6.53,78.26,6.81,50,0.28,0.36,0.85,5.39,6.87,0.28,0,0,0,0,0.28,0,0,0,0.04,0,0,1,0.28,0,0,0,0,0,0,0,0,0,0,0.57,50,1.42,40,0.85,0,0,9.37,0,0,22.43,79.75,12.21,69.77,1.7,100,7.1,92,17.03,85,5.39,63.16,22.91,30.14,0,0,0,0,0,0,0,5.39,57.89,0.28,0,0.28,100,0,0,5.68,75,0,NA,0,NA,0,0,0,0,NA,NA,1.42,NA,NA,0,0,0,0,0,0,"CB",0.285,0,0,17.887925,5.110378,4.26,1903.6424,0,0,0,1.45178152,"C","Whelan","https://www.whoscored.com/Players/351463/Show/Corey-Whelan","3(2)",0.2,277,0.2,0.2,0,2,0,0.6,0,"Carlisle,","https://www.whoscored.com/Teams/322/Show/England-Carlisle",24,", D(C),DMC",2
"243","M. Kitching","Stockport County","Stockport County","English League Two","2022/23","LCB","LWB",NA,27,0,"2023-06-30",4,316,0,0.09,0,0,16.8,52.54,"England","England","left",188,74,"no",8.26,6.55,60.87,4.27,60,0.28,0.41,0.28,3.99,5.68,0.57,0,0,0,0,1.14,0,0,0,0.02,0,0,1,0.28,0,0,0,2.28,37.5,2.28,37.5,0,0,0.28,0.57,50,2.85,30,0.28,1.71,0,21.36,0,0.28,37.59,69.7,18.8,62.12,6.27,95.45,7.97,75,25.06,81.82,10.25,47.22,22.84,35.84,0,0,0,0,0,0,0,10.25,52.78,2.28,50,0.28,100,0.28,0.85,11.68,73.17,0,NA,0,NA,0,0,0,0,NA,NA,1.14,NA,NA,0,0,0,0,0,0,"CB",0.285,0,0,26.20023,3.986985,8.546256,1692.3648,0,0.855,1.14,14.91233095,"M","Kitching","https://www.whoscored.com/Players/145274/Show/Mark-Kitching","3(1)",1.8,283,0.8,0.5,0.3,1.3,0.3,0.3,0,"Stockport County,","https://www.whoscored.com/Teams/172/Show/England-Stockport-County",27,", Defender",3.25
"244","I. Hutchinson","Walsall","Walsall","English League Two","2022/23","AMF",NA,NA,22,100000,"",7,313,0,0.41,0,0.64,17.54,39.34,"England","England","right",178,70,"no",6.61,7.48,53.85,0.86,0,0.29,0.42,0,2.3,3.38,0.86,1,0.29,0,0,2.88,0,0,0,0.12,0,0,6,1.73,16.67,0,0,1.44,60,0.58,50,0.86,66.67,0.29,2.88,60,6.9,29.17,1.73,2.3,1.15,15.53,0.29,0,27.32,84.21,10.35,77.78,6.61,100,8.63,83.33,23.87,89.16,2.01,42.86,18.98,30,0.18,2.59,0,0,0.29,0,0.58,4.31,66.67,2.88,70,0.29,0,2.3,0.86,6.33,95.45,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,1.15,0.58,0,1.15,0,0,"CAM",1.728,0,0,23.006172,4.02798,6.041985,1285.8,0.288391,0.864,2.016,48.136116916,"I","Hutchinson","https://www.whoscored.com/Players/367242/Show/Isaac-Hutchinson","4(3)",0.3,292,0.4,0.4,0,0.1,0.3,0.1,0,"Walsall,","https://www.whoscored.com/Teams/173/Show/England-Walsall",22,", M(CR)",1
"245","V. Oliver","Bradford City","Bradford City","English League Two","2022/23","CF",NA,NA,30,50000,"2025-06-30",6,311,0,0.48,0,0,32.12,32.43,"England","England, France","right",190,78,"no",2.32,3.18,27.27,13.02,46.67,0.29,0.53,0.58,1.16,2.11,2.89,0,0,0,0,1.45,0,0,0,0.14,0,0,5,1.45,40,0,0,0.29,100,0,0,0.29,100,0,2.03,28.57,9.55,15.15,3.18,0,0,7.81,3.76,0.87,10.71,78.38,1.45,80,3.76,84.62,2.6,77.78,10.13,77.14,0.58,100,16.03,17.41,0,0,0,0,0,0,0,1.16,50,0,0,0,0,0.29,0,0.87,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",0.579971,0,0,8.394498,0.867186,0.580029,1741,0.58,0.29,0,1.47282938,"V","Oliver","https://www.whoscored.com/Players/134606/Show/Vadaine-Oliver","3(3)",0.2,273,0.2,1.5,0,0,0.2,0.2,0,"Bradford,","https://www.whoscored.com/Teams/22/Show/England-Bradford",30,", FW",0.235294117647059
