"","Player","Team","Team_within_selected_timeframe","League","Season","Main_Position","Secondary_Position","Tertiary_Position","Age","Market_value","Contract_expires","Matches_played","Minutes_played","Goals","xG","Assists","xA","Duels_per_90","Duels_won_.","Birth_country","Passport_country","Foot","Height","Weight","On_loan","Successful_defensive_actions_per_90","Defensive_duels_per_90","Defensive_duels_won_.","Aerial_duels_per_90","Aerial_duels_won_.","Sliding_tackles_per_90","PAdj_Sliding_tackles","Shots_blocked_per_90","Interceptions_per_90","PAdj_Interceptions","Fouls_per_90","Yellow_cards","Yellow_cards_per_90","Red_cards","Red_cards_per_90","Successful_attacking_actions_per_90","Goals_per_90","Non.penalty_goals","Non.penalty_goals_per_90","xG_per_90","Head_goals","Head_goals_per_90","Shots","Shots_per_90","Shots_on_target_.","Goal_conversion_.","Assists_per_90","Crosses_per_90","Accurate_crosses_.","Crosses_from_left_flank_per_90","Accurate_crosses_from_left_flank_.","Crosses_from_right_flank_per_90","Accurate_crosses_from_right_flank_.","Crosses_to_goalie_box_per_90","Dribbles_per_90","Successful_dribbles_.","Offensive_duels_per_90","Offensive_duels_won_.","Touches_in_box_per_90","Progressive_runs_per_90","Accelerations_per_90","Received_passes_per_90","Received_long_passes_per_90","Fouls_suffered_per_90","Passes_per_90","Accurate_passes_.","Forward_passes_per_90","Accurate_forward_passes_.","Back_passes_per_90","Accurate_back_passes_.","Lateral_passes_per_90","Accurate_lateral_passes_.","Short_._medium_passes_per_90","Accurate_short_._medium_passes_.","Long_passes_per_90","Accurate_long_passes_.","Average_pass_length_m","Average_long_pass_length_m","xA_per_90","Shot_assists_per_90","Second_assists_per_90","Third_assists_per_90","Smart_passes_per_90","Accurate_smart_passes_.","Key_passes_per_90","Passes_to_final_third_per_90","Accurate_passes_to_final_third_.","Passes_to_penalty_area_per_90","Accurate_passes_to_penalty_area_.","Through_passes_per_90","Accurate_through_passes_.","Deep_completions_per_90","Deep_completed_crosses_per_90","Progressive_passes_per_90","Accurate_progressive_passes_.","Conceded_goals","Conceded_goals_per_90","Shots_against","Shots_against_per_90","Clean_sheets","Save_rate_.","xG_against","xG_against_per_90","Prevented_goals","Prevented_goals_per_90","Back_passes_received_as_GK_per_90","Exits_per_90","Aerial_duels_per_90.1","Free_kicks_per_90","Direct_free_kicks_per_90","Direct_free_kicks_on_target_.","Corners_per_90","Penalties_taken","Penalty_conversion_.","General_Position","Dribbles_Completed","Goals_per_xG","Smart_Passes_Completed","Passes_Completed","Defensive_Duels_Won","Progressive_Passes_Completed","Long_Pass_Ability","Shots_On_Target","Crosses_Completed","Penalty_Area_Passes_Completed","Chance_Creation","First_Name","Last_Name","Player_url","Player_Apps","Player_Tackles","Player_Mins","Player_Inter","Player_Fouls","Player_Offsides","Player_Clear","Player_Drb","Player_Blocks","Player_OwnG","Player_Team","Player_Team_url","Player_Age","Player_Position","Defensive_Ratio"
"23","D. Sweeney","Stevenage","Stevenage","English League Two","2022/23","RCB",NA,NA,28,0,"2023-06-30",7,696,0,0.27,0,0.06,23.41,59.67,"England","England","right",191,78,"no",10.34,5.95,80.43,9.18,57.75,0.39,0.59,0.52,5.17,7.89,0.52,1,0.13,0,0,1.16,0,0,0,0.03,0,0,2,0.26,50,0,0,0.91,42.86,0,0,0.91,42.86,0.13,1.42,36.36,3.49,37.04,0.91,1.94,0.65,11.12,0.13,0.39,33.1,73.44,18.49,58.74,3.1,95.83,8.92,91.3,24.44,84.13,7.76,43.33,25.29,46.28,0.01,0.26,0,0,0.13,100,0,8.53,42.42,2.2,29.41,1.03,25,0.65,0.52,8.66,76.12,0,NA,0,NA,0,0,0,0,NA,NA,1.68,NA,NA,0,0,0,0,0,0,"CB",0.516312,0,0.13,24.30864,4.785585,6.591992,2005.3124,0.13,0.390026,0.64702,13.936697071932,"D","Sweeney","https://www.whoscored.com/Players/302310/Show/Dan-Sweeney","7",1.9,630,1.1,0.6,0,2.7,0,0.6,0,"Stevenage,","https://www.whoscored.com/Teams/990/Show/England-Stevenage",28,", D(C),DMC",5
"24","T. Vancooten","Stevenage","Stevenage","English League Two","2022/23","CB","RDMF",NA,24,0,"2023-06-30",7,696,0,0,0,0,14.35,66.67,"Guyana","Guyana","right",185,78,"no",9.57,6.34,71.43,4.27,57.58,0.39,0.59,0.26,4.66,7.11,0.91,1,0.13,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.26,50,0,0,0.26,50,0,0.78,66.67,1.29,70,0.52,0.52,0.26,9.57,0,0.39,23.28,72.22,12.41,60.42,1.94,86.67,6.72,90.38,17.72,80.29,5.3,46.34,24.43,44.34,0,0,0,0,0,0,0,5.04,46.15,0.52,50,0.39,33.33,0.26,0.13,6.08,57.45,0,NA,0,NA,0,0,0,0,NA,NA,1.16,NA,NA,0,0,0,0,0,0,"CB",0.520026,NA,0,16.812816,4.528662,3.49296,2054.7156,0,0.13,0.26,4.7619572,"T","Vancooten","https://www.whoscored.com/Players/342893/Show/Terence-Vancooten","7",1.9,630,1.1,1,0.4,2.7,0,0.1,0,"Stevenage,","https://www.whoscored.com/Teams/990/Show/England-Stevenage",24,", D(CR),DMC",3
"25","E. Monthe","Walsall","Walsall","English League Two","2022/23","LCB",NA,NA,27,0,"2023-06-30",7,692,0,0.25,1,0.23,23.41,62.22,"Cameroon","Cameroon, England","left",193,82,"no",10.66,6.76,80.77,6.24,66.67,0.13,0.19,0.26,5.07,7.55,1.17,2,0.26,0,0,1.43,0,0,0,0.03,0,0,2,0.26,0,0,0.13,1.04,25,1.04,25,0,0,0,1.95,60,5.2,52.5,0.78,1.3,0.39,16.78,0.91,0.65,33.68,67.95,17.95,57.25,4.16,93.75,9.88,75,24.58,77.78,8.19,42.86,24.41,41.88,0.03,0.26,0,0,0.13,0,0.13,7.93,52.46,1.82,35.71,0.39,33.33,0.65,0.52,10.92,61.9,0,NA,0,NA,0,0,0,0,NA,NA,1.3,NA,NA,0,0,0,0,0,0,"CB",1.17,0,0,22.88556,5.460052,6.75948,1794.9768,0,0.26,0.649922,13.962715520276,"E","Monthe","https://www.whoscored.com/Players/144590/Show/Emmanuel-Monthe","7",2.6,630,1,1.3,0.6,4.1,0.1,0.4,0,"Walsall,","https://www.whoscored.com/Teams/173/Show/England-Walsall",27,", D(C)",2.57142857142857
"26","L. Offord","Crewe Alexandra","Crewe Alexandra","English League Two","2022/23","RCB","LCB",NA,22,0,"2023-06-30",7,691,0,0,0,0,17.97,57.97,"England","England","right",183,70,"no",8.99,5.21,67.5,6.64,49.02,0,0,0.91,5.47,7.24,0.78,1,0.13,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0.26,50,0.13,100,0.13,0,0,0.13,100,1.17,44.44,0,0.26,0,18.36,0.26,0.65,35.04,77.7,16.93,62.31,1.43,90.91,14.07,94.44,25.4,86.67,9.51,53.42,25.87,41.68,0,0,0,0,0,0,0,5.08,46.15,0.65,20,0.26,0,0,0,8.99,62.32,0,NA,0,NA,0,0,0,0,NA,NA,1.3,NA,NA,0,0,0,0,0,0,"CB",0.13,NA,0,27.22608,3.51675,5.602568,2226.5456,0,0.13,0.13,3.04811624,"L","Offord","https://www.whoscored.com/Players/391270/Show/Luke-Offord","7",1,630,0.7,0.9,0.3,4.3,0.4,1,0,"Crewe,","https://www.whoscored.com/Teams/176/Show/England-Crewe",22,", D(CR)",1.30769230769231
"27","C. Thomas","Crewe Alexandra","Crewe Alexandra","English League Two","2022/23","RDMF",NA,NA,28,150000,"2024-06-30",7,691,0,0.76,0,0.03,19.41,56.38,"England","England","right",185,72,"no",11.98,8.08,61.29,4.04,54.84,1.3,1.72,0,5.73,7.59,1.82,1,0.13,0,0,0.26,0,0,0,0.1,0,0,1,0.13,100,0,0,0.52,0,0,0,0.52,0,0,0.26,50,1.82,35.71,0,0.39,0,13.15,0,0.78,32.82,78.97,12.24,63.83,7.81,96.67,8.86,83.82,27.87,85.05,4.56,48.57,19.82,36.31,0,0.26,0,0,0,0,0,4.82,62.16,0.78,16.67,0.26,100,0.13,0.13,6.51,66,0,NA,0,NA,0,0,0,0,NA,NA,0.91,NA,NA,0,0,0,0,1,0,"CDM2",0.13,0,0,25.917954,4.952232,4.2966,1763.5767,0.13,0,0.130026,2.388090339908,"C","Thomas","https://www.whoscored.com/Players/93781/Show/Conor-Thomas","7",1.7,630,1.3,2,0.1,2.3,0.4,0.1,0,"Crewe,","https://www.whoscored.com/Teams/176/Show/England-Crewe",28,", DMC,M(R)",1.25
"28","T. Uwakwe","Crewe Alexandra","Crewe Alexandra","English League Two","2022/23","LDMF","RB","RAMF",22,0,"2023-06-30",7,691,0,0.05,1,0.71,16.02,43.09,"England","England, Nigeria","left",177,66,"no",7.68,5.34,65.85,1.95,26.67,0.52,0.69,0,3.65,4.83,0.65,2,0.26,0,0,1.69,0,0,0,0.01,0,0,6,0.78,0,0,0.13,1.43,27.27,0.52,50,0.91,14.29,0.26,2.08,56.25,4.95,31.58,0.39,0.39,0.26,14.2,0.91,0.39,25.4,70.26,9.51,57.53,5.08,87.18,7.03,75.93,20.06,77.27,3.91,50,18.79,38.36,0.09,0.65,0,0,0.13,100,0.13,3.13,62.5,1.82,42.86,0.78,50,0.52,0.52,5.86,60,0,NA,0,NA,0,0,0,0,NA,NA,0.13,NA,NA,0.65,0.13,0,1.56,0,0,"CDM2",1.17,0,0.13,17.84604,3.51639,3.516,1918,0,0.389961,0.780052,21.217020889658,"T","Uwakwe","https://www.whoscored.com/Players/399918/Show/Tariq-Uwakwe","7",2.7,630,0.6,0.7,0,0.7,1,0,0,"Crewe,","https://www.whoscored.com/Teams/176/Show/England-Crewe",22,", D(L),DMC,M(L)",1.94117647058824
"29","E. Watt","Salford City","Salford City","English League Two","2022/23","RCMF","DMF","LCMF",22,0,"2024-06-30",7,691,0,0.3,2,2.18,14.59,46.43,"England","England, Scotland","right",178,73,"no",8.34,6.9,52.83,2.34,50,0.91,1.65,0.26,3.78,6.85,1.3,2,0.26,0,0,1.3,0,0,0,0.04,0,0,7,0.91,28.57,0,0.26,1.04,50,0.52,25,0.52,75,0,1.04,37.5,3.13,41.67,0.26,0.52,0.13,45.33,0.13,0.65,62.13,87.84,20.45,74.52,7.03,98.15,28.78,93.67,52.75,92.84,8.47,60,22.45,42.79,0.28,1.95,0,0,0.39,33.33,0.78,11.33,74.71,1.95,60,1.43,27.27,0.65,0.52,11.72,86.67,0,NA,0,NA,0,0,0,0,NA,NA,0.39,NA,NA,0.78,0,0,3,0,0,"CM2",0.39,0,0.129987,54.574992,3.64527,10.157724,2567.4,0.259987,0.52,1.17,57.148158499824,"E","Watt","https://www.whoscored.com/Players/362828/Show/Elliot-Watt","7",1.6,625,1,1.3,0,0.9,0.7,0.3,0,"Salford City,","https://www.whoscored.com/Teams/10616/Show/England-Salford-City",22,", DMC",1.3
"30","L. Armstrong","Harrogate Town","Harrogate Town","English League Two","2022/23","CF",NA,NA,26,150000,"2023-06-30",7,690,1,2.16,0,0.61,41.09,37.46,"England","England","right",185,73,"no",4.43,2.87,45.45,20.22,38.71,0.13,0.19,0.26,3,4.37,1.96,0,0,0,0,2.09,0.13,0,0,0.28,0,0,14,1.83,21.43,7.143,0,0.91,0,0.26,0,0.65,0,0.26,2.35,72.22,8.22,41.27,2.74,0.39,0,6.39,1.3,1.83,13.96,70.09,3.52,59.26,4.17,96.88,2.61,60,13.04,75,0,0,13.13,0,0.08,0.78,0,0,0,0,0.26,0.78,0,1.17,55.56,0,0,0.91,0,1.17,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0.13,NA,NA,0,0,0,0,1,100,"CF",1.69717,0.464285714285714,0,9.784564,1.304415,0.780039,0,0.392169,0,0.650052,16.879347799816,"L","Armstrong","https://www.whoscored.com/Players/366023/Show/Luke-Armstrong","7",1.1,630,0.4,2,0,1.7,0.4,0.1,0,"Harrogate Town,","https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town",26,", FW",0.625
"31","L. Brown","AFC Wimbledon","AFC Wimbledon","English League Two","2022/23","LCB",NA,NA,32,125000,"2024-06-30",7,688,0,0.13,0,1.6,14.13,54.63,"England","England","left",183,79,"no",9.03,6.02,65.22,2.22,52.94,0.26,0.36,0.26,4.84,6.61,0.78,3,0.39,0,0,1.7,0,0,0,0.02,0,0,4,0.52,25,0,0,2.49,52.63,2.35,55.56,0.13,0,0.13,0.65,40,2.88,36.36,0.26,2.22,0.52,42.25,1.18,0.26,54.03,80.87,24.07,70.11,5.63,95.35,20.01,88.89,42.12,90.37,9.55,46.58,22.75,40.7,0.21,1.7,0,0,0,0,0.13,8.63,57.58,3.4,57.69,0.78,33.33,0.52,1.31,15.7,73.33,0,NA,0,NA,0,0,0,0,NA,NA,0.92,NA,NA,1.83,0.13,0,2.49,0,0,"CB",0.26,0,0,43.694061,3.926244,11.51281,1895.806,0.13,1.310487,1.96146,39.338165486294,"L","Brown","https://www.whoscored.com/Players/134356/Show/Lee-Brown","7",1.7,630,1,0.9,0.4,3.6,0.6,0.4,0,"AFC Wimbledon,","https://www.whoscored.com/Teams/5955/Show/England-AFC-Wimbledon",32,", D(CL),M(L)",1.8
"32","W. Nightingale","AFC Wimbledon","AFC Wimbledon","English League Two","2022/23","RCB",NA,NA,27,75000,"2023-06-30",7,688,0,0.61,0,0.22,19.49,68.46,"England","England","right",185,84,"no",9.94,7.19,74.55,6.41,69.39,0.13,0.18,0.39,4.45,6.07,1.31,1,0.13,0,0,1.31,0,0,0,0.08,0,0,7,0.92,28.57,0,0,1.05,50,0,0,1.05,50,0,1.18,44.44,2.88,45.45,0.92,2.09,0.65,29.04,0.39,0.92,44.74,85.38,18.84,75,4.45,100,16.61,92.91,38.72,92.57,4.97,36.84,21.21,39.89,0.03,0.39,0,0,0,0,0.26,5.49,50,1.31,50,0.52,0,0.26,0.52,9.42,70.83,0,NA,0,NA,0,0,0,0,NA,NA,2.35,NA,NA,0.13,0,0,0,0,0,"CB",0.524392,0,0,38.199012,5.360145,6.672186,1469.5476,0.262844,0.525,0.655,20.19033205,"W","Nightingale","https://www.whoscored.com/Players/342837/Show/Will-Nightingale","7",1.9,630,1.9,1.4,0.3,2.3,0.1,0.7,0,"AFC Wimbledon,","https://www.whoscored.com/Teams/5955/Show/England-AFC-Wimbledon",27,", D(C)",2.53333333333333
"33","A. Lacey","Hartlepool United","Hartlepool United","English League Two","2022/23","CB","LCB","RCB",29,0,"",7,688,0,0,0,0,14.78,56.64,"England","England","right",188,75,"no",9.03,4.32,63.64,5.89,62.22,0.26,0.34,0.39,6.02,7.8,0.26,3,0.39,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,33.33,1.57,16.67,0.13,0.13,0,25.64,0.13,0.26,40.16,84.04,17.66,67.41,3.14,95.83,17.92,97.81,34.14,91.19,6.02,43.48,23.19,42.48,0,0,0,0,0,0,0,3.14,41.67,0.26,0,0.26,0,0,0,5.63,53.49,0,NA,0,NA,0,0,0,0,NA,NA,2.62,NA,NA,0,0,0,0,0,0,"CB",0.129987,NA,0,33.750464,2.749248,3.011487,1847.0304,0,0,0,1.34808284,"A","Lacey","https://www.whoscored.com/Players/131495/Show/Alex-Lacey","7",1.4,630,0.7,0.4,1,6.3,0.1,0.6,0,"Hartlepool,","https://www.whoscored.com/Teams/209/Show/England-Hartlepool",29,", D(C)",4.2
"34","C. Hendry","Salford City","Salford City","English League Two","2022/23","CF",NA,NA,24,425000,"2024-06-30",7,688,2,2.6,1,1.5,20.28,33.55,"England","England, Scotland","right",176,70,"no",4.45,3.4,42.31,3.14,37.5,0.52,0.97,0,2.49,4.6,1.7,1,0.13,0,0,3.14,0.26,2,0.26,0.34,0,0,26,3.4,30.77,7.692,0.13,1.05,25,0.26,50,0.78,16.67,0.13,4.19,43.75,9.55,36.99,4.45,0.26,0.13,21.45,2.09,1.05,25.9,78.79,3.79,55.17,8.24,93.65,8.63,74.24,23.42,82.68,1.57,50,17.14,36.22,0.2,1.44,0.13,0,0.39,0,0.39,2.09,43.75,1.44,45.45,0.52,25,1.18,0.26,2.22,58.82,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.13,0.13,0,0,0,0,"CF",1.833125,0.764705882352941,0,20.40661,1.43854,1.305804,1811,1.04618,0.2625,0.65448,30.12980122684,"C","Hendry","https://www.whoscored.com/Players/397016/Show/Callum-Hendry","7",1.1,627,0.3,1.9,0,0.6,0.1,0,0,"Salford City,","https://www.whoscored.com/Teams/10616/Show/England-Salford-City",24,", FW",0.7
"35","S. McClelland","Barrow","Barrow","English League Two","2022/23","RCB","RB",NA,20,0,"2023-06-30",7,684,1,0.15,1,0.76,17.89,58.82,"Northern Ireland","Northern Ireland","right",191,80,"yes",6.97,3.68,75,10.26,56.41,0,0,0.26,4.21,6.04,0.13,0,0,0,0,0.13,0.13,1,0.13,0.02,1,0.13,1,0.13,100,100,0.13,0.13,0,0,0,0.13,0,0,0,0,0.39,100,0.26,0.13,0,10.66,0.39,0.79,20.26,75.32,11.45,65.52,0.79,100,6.45,91.84,15,82.46,5.13,56.41,24.31,37.75,0.1,0.13,0,0,0,0,0.13,3.55,59.26,0.53,0,0,0,0.13,0,6.97,60.38,0,NA,0,NA,0,0,0,0,NA,NA,0.53,NA,NA,0,0,0,0,0,0,"CB",0,6.5,0,15.259832,2.76,4.208486,2129.4775,0.13,0,0,8.34927131,"S","McClelland","https://www.whoscored.com/Players/409387/Show/Sam-McClelland","6(1)",0.3,615,0.3,0.1,0,4.9,0.1,0.4,0,"Barrow,","https://www.whoscored.com/Teams/1383/Show/England-Barrow",20,", D(C)",3
"36","E. Baggott","Gillingham","Gillingham","English League Two","2022/23","LCB",NA,NA,19,250000,"2025-06-30",7,683,0,0.57,0,0.62,20.29,64.94,"England","England, Indonesia","left",194,0,"yes",7.51,3.95,66.67,10.41,70.89,0,0,0.4,4.88,6.98,0.79,2,0.26,0,0,0.53,0,0,0,0.07,0,0,5,0.66,20,0,0,0,0,0,0,0,0,0,0.4,100,1.58,50,0.66,0.53,0,15.02,0.26,0.26,27.41,73.56,12.65,54.17,2.64,90,9.09,91.3,19.9,82.12,7.51,50.88,26.17,47.3,0.08,0.26,0,0,0,0,0.26,5.8,56.82,0.53,0,0.53,25,0,0,7.51,54.39,0,NA,0,NA,0,0,0,0,NA,NA,1.84,NA,NA,0,0,0,0,0,0,"CB",0.4,0,0,20.162796,2.633465,4.084689,2406.624,0.132,0,0,14.4279492,"E","Baggott","https://www.whoscored.com/Players/409544/Show/Elkan-Baggott","7",1.4,630,1.1,0.9,0.1,4.1,0,0.3,0,"Gillingham,","https://www.whoscored.com/Teams/191/Show/England-Gillingham",19,", D(C)",2.77777777777778
"37","Angus MacDonald","Swindon Town","Swindon Town","English League Two","2022/23","RCB","LCB",NA,29,350000,"2024-06-30",7,683,0,0.05,0,0,14.63,57.66,"England","England, Scotland","right",191,70,"no",10.54,4.22,53.13,5.8,70.45,0.79,1.19,1.19,7.51,11.32,0.92,2,0.26,0,0,0.53,0,0,0,0.01,0,0,4,0.53,0,0,0,0.13,100,0,0,0.13,100,0,0.53,75,1.19,66.67,0.26,0.66,0.13,29.65,0.4,0.4,45.46,86.38,18.05,81.75,3.43,96.15,20.69,94.27,40.19,89.84,5.14,58.97,22.21,39.81,0,0,0,0,0.26,0,0,4.74,63.89,0.4,66.67,0.66,0,0.26,0.13,8.17,64.52,0,NA,0,NA,0,0,0,0,NA,NA,2.77,NA,NA,0,0,0,0,0,0,"CB",0.3975,0,0,39.268348,2.242086,5.271284,2347.5957,0,0.13,0.26668,6.21531907944,"A","MacDonald","https://www.whoscored.com/Players/110825/Show/Angus-MacDonald","7",1.3,630,1.9,1,0.9,3,0.4,1.4,0,"Swindon,","https://www.whoscored.com/Teams/159/Show/England-Swindon",29,", D(C)",2.28571428571429
"38","R. Watson","Salford City","Salford City","English League Two","2022/23","LCMF","RCMF","LAMF",29,50000,"2023-06-30",7,682,2,1.09,0,0.1,11.22,54.12,"England","England","right",185,73,"no",4.75,3.3,56,1.98,66.67,0.26,0.47,0.26,2.64,4.72,0.66,0,0,0,0,1.72,0.26,2,0.26,0.14,0,0,9,1.19,33.33,22.222,0,0.26,0,0.26,0,0,0,0,2.38,55.56,4.35,45.45,0.4,1.58,0.92,28.9,0.13,1.06,39.99,86.47,10.56,65,9.77,100,14.12,91.59,36.16,89.78,3.56,59.26,18.76,42.57,0.01,0.4,0,0,0.13,0,0,4.09,61.29,0.79,33.33,0,0,0.4,0,4.22,68.75,0,NA,0,NA,0,0,0,0,NA,NA,0.26,NA,NA,0,0,0,0,0,0,"CM2",1.322328,1.85714285714286,0,34.579353,1.848,2.90125,2522.6982,0.396627,0,0.263307,2.524267350606,"R","Watson","https://www.whoscored.com/Players/117957/Show/Ryan-Watson","7",1,622,0.7,0.7,0,1.6,0.1,0.3,0,"Salford City,","https://www.whoscored.com/Teams/10616/Show/England-Salford-City",29,", M(C)",2.125
"39","E. Bristow","Tranmere Rovers","Tranmere Rovers","English League Two","2022/23","LB","LWB",NA,20,250000,"2024-06-30",7,682,1,0.37,0,0.19,24.28,58.15,"England","England","left",188,68,"no",10.29,10.29,66.67,4.62,54.29,0,0,0,3.43,5.31,0.66,0,0,0,0,3.04,0.13,1,0.13,0.05,0,0,3,0.4,66.67,33.333,0,3.17,33.33,3.17,33.33,0,0,0.53,2.11,81.25,5.81,50,0.66,1.32,1.72,16.36,0.53,0.66,28.64,70.97,12.14,57.61,4.75,88.89,7.13,72.22,20.98,79.87,4.75,55.56,20.07,44.94,0.03,0.4,0,0,0.26,0,0.26,4.49,52.94,3.7,28.57,0.92,71.43,0.79,1.06,6.73,72.55,0,NA,0,NA,0,0,0,0,NA,NA,0.13,NA,NA,0,0,0,0,0,0,"FB",1.714375,2.6,0,20.325808,6.860343,4.882615,2496.8664,0.26668,1.056561,1.05709,28.180056172262,"E","Bristow","https://www.whoscored.com/Players/399471/Show/Ethan-Bristow","7",3.1,630,0.4,0.6,0,1.1,0.6,0.1,0,"Tranmere,","https://www.whoscored.com/Teams/141/Show/England-Tranmere",20,", D(L)",2.91666666666667
"40","K. Hemmings","Tranmere Rovers","Tranmere Rovers","English League Two","2022/23","CF","AMF",NA,31,275000,"2024-06-30",7,682,1,1.79,2,0.94,33.78,32.03,"England","England","right",186,78,"no",3.56,3.04,60.87,15.57,35.59,0.13,0.2,0,1.58,2.45,0.79,1,0.13,0,0,1.45,0.13,1,0.13,0.24,0,0,9,1.19,33.33,11.111,0.26,0.92,28.57,0.53,25,0.4,33.33,0.13,0.79,66.67,7.13,24.07,2.51,0.4,0.13,14.38,1.98,1.19,22.3,73.37,6.47,63.27,5.94,86.67,5.01,73.68,20.45,76.13,0.92,57.14,15.49,24.51,0.12,0.79,0,0,0.66,40,0.66,3.43,69.23,1.58,66.67,0.53,50,1.32,0.4,2.9,68.18,0,NA,0,NA,0,0,0,0,NA,NA,0.13,NA,NA,0,0,0,0,0,0,"CF",0.526693,0.541666666666667,0.264,16.36151,1.850448,1.97722,1400.5014,0.396627,0.262844,1.053386,40.758482492156,"K","Hemmings","https://www.whoscored.com/Players/98637/Show/Kane-Hemmings","7",0.4,630,0.1,0.9,0,1.1,0.4,0.1,0,"Tranmere,","https://www.whoscored.com/Teams/141/Show/England-Tranmere",31,", FW",0.384615384615385
"41","N. Byrne","Tranmere Rovers","Tranmere Rovers","English League Two","2022/23","RCB","CB",NA,29,50000,"2023-06-30",7,682,0,0.11,0,0,16.63,63.49,"Republic of Ireland","Republic of Ireland","right",190,74,"no",9.11,6.86,73.08,5.54,59.52,0.13,0.2,0.13,3.96,6.12,1.06,2,0.26,0,0,0.4,0,0,0,0.01,0,0,1,0.13,100,0,0,0.92,14.29,0,0,0.79,16.67,0.4,0.13,100,1.06,62.5,0.66,0.4,0.26,14.91,0.4,0.53,30.75,74.68,17.68,67.91,2.9,95.45,8.18,80.65,21.77,85.45,8.18,51.61,24.08,39.92,0,0,0,0,0,0,0,6.2,57.45,1.06,25,0.92,14.29,0.13,0.26,9.77,60.81,0,NA,0,NA,0,0,0,0,NA,NA,2.24,NA,NA,0,0,0,0,0,0,"CB",0.13,0,0,22.9641,5.013288,5.941137,2060.2712,0.13,0.131468,0.265,7.557420073896,"N","Byrne","https://www.whoscored.com/Players/105169/Show/Neill-Byrne","7",1.7,630,1.7,1.1,0.4,2.6,0.6,0.3,0,"Tranmere,","https://www.whoscored.com/Teams/141/Show/England-Tranmere",29,", D(C)",2
"42","J. Dacres-Cogley","Tranmere Rovers","Tranmere Rovers","English League Two","2022/23","RB","RWB",NA,26,200000,"2023-06-30",7,682,1,0.43,0,0.99,22.43,52.35,"England","England","right",174,68,"no",9.11,8.05,77.05,5.28,40,0,0,0,2.9,4.49,1.72,0,0,0,0,3.7,0.13,1,0.13,0.06,0,0,5,0.66,40,20,0,4.09,35.48,0,0,4.09,35.48,0.79,3.7,50,6.86,38.46,1.72,1.32,0.53,15.57,0.92,0.79,25.87,70.92,9.5,65.28,5.54,90.48,6.99,69.81,17.55,84.21,4.35,51.52,23.35,39.52,0.13,1.06,0,0,0.13,100,0.66,5.41,51.22,3.17,37.5,0.26,50,0.66,1.32,6.73,86.27,0,NA,0,NA,0,0,0,0,NA,NA,0.79,NA,NA,0,0,0,0,0,0,"FB",1.85,2.16666666666667,0.13,18.347004,6.202525,5.805971,2036.0704,0.264,1.451132,1.18875,45.841007390804,"J","Dacres-Cogley","https://www.whoscored.com/Players/344042/Show/Josh-Dacres-Cogley","7",1.9,630,0.1,1.9,0,1.9,0.1,0,1,"Tranmere,","https://www.whoscored.com/Teams/141/Show/England-Tranmere",26,", D(R),M(R)",1
"43","B. Gladwin","Swindon Town","Swindon Town","English League Two","2022/23","RCMF","LCMF",NA,30,250000,"2023-06-30",7,678,0,1.4,0,0.27,22.83,41.86,"England","England","right",190,86,"no",8.36,5.31,55,3.45,50,0.8,1.22,0.27,4.65,7.09,0.93,1,0.13,0,0,3.58,0,0,0,0.19,0,0,12,1.59,8.33,0,0,1.73,38.46,0.4,0,1.19,55.56,0.4,4.12,48.39,10.09,35.53,0.8,1.99,0.93,26.95,0.66,0.4,36.77,80.87,11.68,57.95,7.04,98.11,12.61,88.42,29.87,88,5.31,55,20.76,43.71,0.04,0.93,0.13,0,1.59,50,0.66,7.17,59.26,3.58,48.15,1.46,63.64,1.33,0.66,7.57,68.42,0,NA,0,NA,0,0,0,0,NA,NA,0.27,NA,NA,0.27,0.13,100,0.13,1,0,"CM2",1.993668,0,0.795,29.735899,2.9205,5.179394,2404.05,0.132447,0.665358,1.72377,53.815511239136,"B","Gladwin","https://www.whoscored.com/Players/109530/Show/Ben-Gladwin","7",1,630,0.9,1,0,2.3,1.1,0.3,0,"Swindon,","https://www.whoscored.com/Teams/159/Show/England-Swindon",30,", M(CLR)",0.904761904761905
